row_idx_in_train,smiles,solvent,empeakwavs_max
139,C1=CC2=CC=C3C(c4oc5cccc6[n+]5c4-c4ccccc4-6)=CC=C4C=CC(=C1)C2C43,ClCCl,588.0
864,Cc1ccc(S(=O)(=O)/N=c2/cc3ccccc3cn2-c2cccc3ccccc23)cc1,CC#N,532.0
291,Cn1c(=O)c2c(nc(/C=C/C(=O)OC(C)(C)C)n2C)n(C)c1=O,ClCCl,420.0
1242,Cc1ccc(S(=O)(=O)/N=c2/cc3ccccc3cn2-c2ccc(CCN=[N+]=[N-])cc2)cc1,CC#N,535.0
599,CC(C)(C)c1cc(/C=C/C=C2\N(CCCCCC(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)c2ccc(N)cc2[o+]1,CCO,643.0
1236,Cc1ccc(S(=O)(=O)/N=c2/cc3ccc(F)cc3cn2-c2ccccc2)cc1,CC#N,550.0
598,CCN(CCCS(=O)(=O)[O-])c1ccc2c(/C=C/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)cc(C(C)(C)C)[o+]c2c1,CCO,658.0
416,CC(C)n1nc(C#Cc2ccc3cc(N(C)C)ccc3c2)c2c(N)ncnc21,O,523.0
314,O=[N+]([O-])c1ccc(-c2sc(N3CCOCC3)nc2-c2ccccc2)o1,CS(C)=O,634.0
1264,C1=Cc2c(ccc3ccccc23)NB1c1ccccc1,C1CCCCC1,360.0
170,Nc1ccc2c(c1)C(=O)NC2=O,CC(C)(C)O,501.0
408,COc1ccc(-c2nc3c4ccc(OCc5ccccc5)cc4c4cccc2n43)cc1,CO,555.0
1228,COc1ccc(-n2cc3ccccc3c/c2=N/S(=O)(=O)c2ccc(C)cc2)cc1,CC#N,535.0
2126,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,Cc1ccccc1,521.0
102,O=[N+]([O-])c1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1,C1CCOC1,566.0
1553,C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCCCCC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,CCO,738.0
1656,Cc1cc(/C=C/c2ccc(F)cc2Cl)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,571.0
727,CCc1ccc(-c2c(-c3ccc(OC)cc3)[o+]c3c(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)c4cccc5ccc2c3c54)cc1,ClCCl,655.0
602,CCNc1ccc2c(-c3ccc(C4OCCCO4)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,545.0
3038,COc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cc(-c4cc(OC)c(OC)cc4[N+](=O)[O-])cc32)cc1,ClCCl,597.0
642,COCCOCCN1C(=O)C2=C(c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)N(CCOCCOC)C(=O)C2=C1c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,O,630.0
1582,COc1ccc([N+](=O)[O-])c(C2=CC3=C(c4ccccc4)c4cc(-c5cc(OC)ccc5[N+](=O)[O-])cn4[B-](F)(F)[N+]3=C2)c1,ClCCl,577.0
479,CN(C)c1ccc(C2=Nc3sc4cc(-c5ccc(C#N)cc5)ccc4[n+]3[B-](F)(F)O2)cc1,CC(C)=O,490.0
3016,Cc1c(C)n2c(CN)c(C)c(=O)n2c1=O,CO,458.0
2411,Cc1ccc(-c2c3cc(C=O)ccc3nn2C)o1,ClCCl,456.0
2815,Cc1cc(C=O)ccc1-c1ccc(N(C)C)cc1,Cc1ccccc1,439.0
2676,Cc1c(N2C(=O)C=CC2=O)c(=O)oc2cc(N(C)C)ccc12,CO,463.0
2909,COc1ccc(/C=C/c2nccc3ccccc23)cc1,ClC(Cl)Cl,441.0
2933,Fc1ccc2c(c1)C(c1ccccc1)=C(c1ccccc1)C1=Cc3ccccc3NB12,ClCCl,448.0
1502,CCCCOc1cc(/C=C/c2cc(OC)c(N(CCCC)CCCC)cc2OC)c(OCCCC)cc1/C=C/c1ccnc(-c2cc(C)ccn2)c1,Cc1ccccc1,483.0
1221,Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)ccc1-c1cnc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2O)o1,Cc1ccccc1,449.0
257,c1ccc2c(c1)-c1cccc3c1B1N2c2ccccc2N1c1ccccc1-3,ClCCl,378.0
1093,CCCCN1c2ccc(-c3ccc(C=O)cc3)cc2C(C)(C)c2cc(-c3ccc(C=O)cc3)ccc21,CC#N,556.0
2757,[C-]#[N+]c1ccc(-c2ccc(N(C)C)cc2)cc1,CCCCCC,357.0
2605,O=[N+]([O-])c1ccc(/C=C/N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,655.0
2666,Fc1ccc(-n2ncc(-c3ccccc3)n2)cc1,CO,343.0
17,CSc1ccc(C#Cc2cc(C#N)c(C#Cc3ccccc3)cc2C#N)cc1,ClC(Cl)Cl,468.0
2451,Cn1nc2ccc(C=O)cc2c1-c1ccc(CO)o1,CC#N,456.0
2992,CCCCCCN(CCCCCC)c1ccc2cc3cc(C(=O)CC)ccc3cc2c1,ClC(Cl)Cl,536.0
2292,COC(=O)C(C)(C)C1Oc2ccc(C)cc2C(=O)/C1=C\NS(=O)(=O)c1ccc(OC)cc1,ClCCl,492.0
192,CC(=O)c1c2c(cc3c(N(C)C)cccc13)CCC2,ClC(Cl)Cl,562.0
572,CCN(CC)c1nc(-c2ccc(Br)cc2)c(-c2ccc([N+](=O)[O-])s2)s1,CS(C)=O,655.0
2009,CCN(CCCS(=O)(=O)O)c1ccc2c(-c3ccc(C(=O)NCCCCCC(=O)O)cc3C(=O)O)c3ccc(N(CC)CCCS(=O)(=O)O)cc3[o+]c2c1,CCO,576.0
596,Cc1ccc(-c2nc(N(C)C)sc2-c2ccc([N+](=O)[O-])s2)cc1,Cc1ccccc1,585.0
2229,CCCc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(C)=O,560.0
2375,Fc1ccc(-c2nnc3ccccn23)cc1,ClCCl,400.0
1133,O=Cc1cc(N2CCCCC2)c2ccc3c(C=O)cc(N4CCCCC4)c4ccc1c2c34,CCO,617.0
1392,COc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N4CCCCC4)ccc23)cc1OC,O,570.0
2037,CN(C)c1ccc(-c2ccnc3nc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)nn23)cc1,ClCCl,462.0
1966,CCCc1cc2c3c(NC)ncnc3cc(CCC)n2n1,ClCCl,386.0
