row_idx_in_train,smiles,solvent,peakwavs_max
503,CCCCCCCCn1nc2c(-c3ccc(C(=O)O)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc3c(-c3ccc(-c4ccc(N5c6ccccc6C6C7CCC(C7)C65)cc4)s3)c2n1,ClCCl,617.0
67,CC1(C)CC(/C=C/c2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=C/C(=C(/C#N)C(=O)O)C1,ClC(Cl)Cl,508.0
842,CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(-c3ccc(-c4ccncc4)cc3)s2)S1,C1CCOC1,417.0
643,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)c4nsnc34)cc2)cc1,C1CCOC1,514.0
240,CCCCC(CC)CN1C(=O)/C(=C2/C(=O)N(CC(CC)CCCC)c3cc(-c4ccc(/C=C(\C#N)C(=O)O)s4)ccc32)c2ccc(-c3ccc4c(c3)C3CCCC3N4c3ccc(C)cc3)cc21,ClCCl,579.0
543,CCCCCCCCN1/C(=C/C2=C([O-])/C(=C\C3=[N+](CCCCCCCC)c4ccc(C(=O)O)cc4C3(C)C)C2=C(C#N)C#N)C(C)(C)c2ccccc21,CN(C)C=O,688.0
432,C[C@@]12SC(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)=CC1=C1CCCC1=C1C=C(C(=O)O)S[C@]12C,ClCCl,574.0
570,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)c3sc(/C=C(\C#N)C(=O)O)cc3n4-c3ccc(OCCCCCC)cc3OCCCCCC)cc2)cc1,ClCCl,492.0
168,N#CC(=Cc1cc2sc(-c3cccs3)cc2s1)C(=O)O,CCO,399.0
196,CCCCn1c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClCCl,489.0
423,CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(-c3ccc(-c4ccncc4)s3)cc2)S1,C1CCOC1,407.0
575,N#C/C(=C\c1ccc(-c2cc3sc4cc(-c5ccc(N(c6ccc7c(c6)OCCO7)c6ccc7c(c6)OCCO7)cc5)sc4c3s2)s1)C(=O)O,ClCCl,512.0
1149,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)-c3sc(-c5ccc6cc(C=O)c(=O)[nH]c6c5)cc3C4(CCCCCC)CCCCCC)cc2)cc1,ClCCl,518.0
1256,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c4c(F)c(F)c(-c5ccc(C(=O)O)cc5)c5nsnc45)sc2-3)cc1,ClC(Cl)Cl,525.0
1148,CCCCn1c2ccc(/C=C(\C#N)C(=O)O)cc2c2nc3ccccc3nc21,C1CCOC1,355.0
49,CCCCCCCCc1cc(-c2sc(-c3ccc(-c4cc(CCCCCCCC)c(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)cc6)s5)s4)c4nsnc34)cc2CCCCCCCC)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,529.0
899,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3nnc(-c4ccc(C=C(C#N)C(=O)O)cc4)o3)cc2)cc1,C1CCOC1,385.0
115,N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,CO,400.0
1134,CCCCCCc1cc(C=C(C#N)C(=O)O)sc1-c1ccc(C=C2c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3-c3cc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)ccc32)s1,ClCCl,416.0
1111,O=C(O)CN1/C(=C/C2=C([O-])/C(=C/c3sc4ccccc4[n+]3CC(=O)O)C2=O)Sc2ccccc21,CO,660.0
78,CCCCN(CCCC)c1ccc(-c2ccc(/C=C/c3ccc(C(=O)[O-])c[n+]3C)s2)s1,CC#N,555.0
471,CCCCCCCCN(CCCCCCCC)c1ccc(C2=C([O-])/C(=C/c3[se]c4ccccc4[n+]3CC(=O)O)C2=O)cc1,C1CCOC1,631.0
237,CCN1C(=O)/C(=c2\s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(=O)n2CC(=O)O)SC1=S,ClC(Cl)Cl,547.3333333333334
289,CCCCCCN1c2ccccc2Oc2cc(/C=C(\C#N)C(=O)O)ccc21,C1CCOC1,474.0
316,CCC1(CC)c2cc(-c3ccc(/C=C(\C#N)C(=O)O)s3)ccc2-c2ccc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(N(c6ccccc6)c6cccc7ccccc67)ccc4-5)s3)cc21,C1CCOC1,423.0
941,N#C/C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,CCO,395.0
43,Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c4ccc(-c5ccc(C(=O)O)cc5)c5nsnc45)sc2-3)cc1,ClC(Cl)Cl,532.0
1043,CCCCCCOc1c2ccccc2c(OCCCCCC)c2cc(N(c3ccccc3)c3ccc4c(c3)Sc3cc(/C=C(/C#N)C(=O)O)ccc3N4CCCCCC)ccc12,C1CCOC1,422.0
65,CCCCC(CC)Cn1c2ccc(-c3ccc4c(c3)c3nc5ccccc5nc3n4CC(CC)CCCC)cc2c2cc(-c3ccc(/C=C(/C#N)C(=O)O)s3)ccc21,ClCCl,465.0
309,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1)C(=O)O,C1CCOC1,380.0
818,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4c(s3)c(OCCCCCC)c(OCCCCCC)c3sc(/C=C(\C#N)C(=O)O)cc34)s2)cc1,ClC(Cl)Cl,502.0
887,CCCCCCCCC(CCCCCC)COc1ccc(-c2cc3c4c5c2cccc5c2cccc5c(C=C(C#N)C(=O)O)cc(c4c52)n3CC(CCCCCC)CCCCCCCC)cc1,C1CCOC1,508.0
1048,CCCOC1Cc2cc(/C=C3\SC(=S)N(CC(=O)O)C3=O)ccc2N(c2ccccc2)C1,C1CCOC1,472.0
892,CCCCCCn1c2c(c3cc(-c4ccc(/C=c5\sc(=C(C#N)C#N)[nH]c5=O)s4)ccc31)C(CCCCCC)(CCCCCC)c1ccccc1-2,ClCCl,498.0
823,CCCCCC1c2c(C)c(/C=C(/C#N)C(=O)O)c(C)n2[B-](F)(F)[N+]2=C(C)C(c3ccc4c(c3)Sc3ccccc3N4CCC)=C(C)C12,ClCCl,530.0
1323,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)c1ccc(N(c2ccc(/C=C\C(=O)O)cc2)c2ccc(/C=C\C(=O)O)cc2)cc1,C1CCOC1,556.0
1031,O=C(O)CN1C(=O)/C(=C\c2ccc(N(c3ccccc3)c3ccccc3)cc2)SC1=S,CO,458.0
365,CCCCCCn1c2ccccc2c2cc(-c3ccc(-c4cc(-c5ccc(/C=C(\C#N)C(=O)O)s5)c(-c5ccc(/C=C(\C#N)C(=O)O)s5)s4)s3)ccc21,C1CCOC1,482.0
551,CC(C)(C)c1ccc(-c2ccc(N(c3ccc(/C=C/c4ccc(/C=C(/C#N)C(=O)O)o4)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)cc1,CCO,456.0
1277,CCCCOc1ccc(N(c2ccc(OCCCC)cc2)c2ccc(-c3ccc(-c4ccc5c(c4)C4(OCCO4)C4(OCCO4)c4cc(-c6ccc(/C=C(\C#N)C(=O)O)s6)ccc4-5)s3)cc2)cc1,ClC(Cl)Cl,420.0
756,CCCCCCCCN(CCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C(=O)O)cc3)c3ccccc23)cc1,C1CCOC1,499.0
265,CCCCCCc1ccc(-c2ccc3c(c2)Oc2cc(C=C(C#N)C(=O)O)ccc2N3CCCCCC)s1,C1CCOC1,465.0
596,O=C(O)c1cc2c(cc1C(=O)O)/N=C/c1cc(N(c3ccccc3)c3ccccc3)ccc1O[Zn]Oc1ccc(N(c3ccccc3)c3ccccc3)cc1/C=N/2,C1CCOC1,470.0
231,O=C(O)c1ccc(/C2=C3\C=CC(=N3)/C(c3ccccc3)=c3/cc/c4n3[Zn]n3c(ccc32)/C(c2ccccc2)=C2/C=CC(=N2)/C=4c2ccccc2)cc1,ClC(Cl)Cl,594.0
