row_idx_in_train,smiles,solvent,peakwavs_max
2696,COc1ccc([N+](=O)[O-])cc1/C=C/c1cc(C)c2n1[B-](F)(F)[N+]1=CC=CC1=C2,CS(C)=O,559.0
1756,CC(C)c1ccccc1-c1cc2c(o1)=CC1=Cc3cc4oc(-c5ccccc5C(C)C)cc4n3[B-](F)(F)[N+]=21,ClC(Cl)Cl,629.0
2528,C(=C/c1c2ccccc2cc2ccccc12)\c1ccccc1/C=C/c1ccc2ccc3cccc4ccc1c2c34,ClCCl,375.0
194,O=C(O)c1cc(N=C=S)ccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,O,494.0
240,CCN(CCCCCC(=O)O)c1ccc2cc(C(=O)NCCS(=O)(=O)[O-])c(=O)oc2c1,CCO,418.0
2788,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)CC3CCCC3)cc2)cc1,CS(C)=O,429.0
2007,COc1cc2c(=O)c(CCCCBr)coc2cc1O,O,346.0
2028,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,CCO,404.0
1874,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(C=O)c4ccc1c2c43,CS(C)=O,490.0
1910,Nc1ccc2c(-c3ccc(CN4CCC5(CC4)OCCO5)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,505.0
2566,CCN(CCCN(C)C)c1ccc2c(-c3cccc(F)c3)c3ccc(=[NH2+])cc-3oc2c1,O,530.0
2591,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cccc(F)c3F)cc2)cc1,CS(C)=O,432.0
535,CCCCCCCCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(C)=O,427.0
2977,CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,CC#N,378.0
457,CCC1=[N+]2C(=C3c4ccc(CC)n4[B-](F)(F)[n+]4c3n(c3cc(OC)ccc34)[B-]2(F)F)C=C1,ClCCl,599.0
266,CC1=CC(C)(C)Nc2ccc3c(-c4cc(F)c(F)c(F)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,505.0
2969,O=C(CI)NCc1ccc2ccc3cccc4ccc1c2c34,CO,341.0
102,CCC1(CC)c2ccc(/C=C/C3=C(S(=O)(=O)c4ccccc4)C(=C(C#N)C#N)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,Cc1ccccc1,534.0
1640,Cc1ccc(S(=O)(=O)/N=c2/cc3cccc(F)c3cn2-c2ccccc2)cc1,CC#N,440.0
2111,CN(C)c1ccc2c(-c3ccc(F)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,530.0
2389,c1ccc(-c2nc3cc4c(cc3n2-c2ccccc2)nc(-c2ccccc2)n4-c2ccccc2)cc1,CC#N,330.0
1427,CC1=CC(C)(C)Nc2ccc3c(-c4cc(C)cc(C)c4)c4ccc(=[NH2+])cc-4n(C)c3c21,O,505.0
1618,CC(C)(C)NC(=O)c1cccc2ccc3c4ccccc4c4ccccc4c3c12,ClCCl,332.0
2813,CCCCCCCCC(=O)c1ccc2cc3cc(N(C)C)ccc3cc2c1,CCCCCC,428.0
270,c1ccc2c(c1)NB1Nc3ccccc3-c3cccc-2c31,ClCCl,351.0
2387,COC(=O)C(C)(C)C1Oc2ccc(Br)cc2C(=O)/C1=C\NS(=O)(=O)c1ccc(C)cc1,ClCCl,343.0
568,CC(C)(C)NC(=O)c1ccc(Br)c2ccc3c4ccccc4c4ccccc4c3c12,ClCCl,343.0
1110,CCNc1ccc2c(-c3ccc(F)cc3)c3ccc(=[NH2+])cc-3oc2c1,O,515.0
298,CCN(CC)c1ccc2cc(-c3oc4ccccc4c(=O)c3OC)oc2c1,CO,445.0
582,CC(C)(C)NC(=O)C(OC(=O)c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1)c1ccccc1,C1CCOC1,504.5
3010,CCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1,CS(C)=O,565.0
2468,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,O,311.0
2991,COc1cc2c(c(OC)c1OC)c1cccc3c(-c4ccc(C#N)cc4)nc2n31,CO,469.0
2114,O=C(O)CCCCCNC(=O)c1ccc(-c2c3ccc(O)cc3[o+]c3cc(O)ccc23)c(C(=O)O)c1,O,494.0
184,CCCN(CCC)C(=O)CNc1c(-c2ccc(Cl)cc2)nc2cc(C#N)ccn12,CS(C)=O,387.0
1242,COc1ccc(-n2cc3ccccc3c/c2=N/S(=O)(=O)c2ccc(C)cc2)cc1OC,CC#N,434.0
1432,FC(F)(F)c1ccc(-c2[o+]c3c(-c4ccc(C(F)(F)F)cc4)c(-c4ccc(C(F)(F)F)cc4)c4cccc5ccc(c2-c2ccc(C(F)(F)F)cc2)c3c54)cc1,ClCCl,477.0
411,CCCCCCN1C(=O)c2cccc3c(-c4ccc(F)cc4)ccc(c23)C1=O,CN(C)C=O,354.0
139,Cc1cc(/C=C/c2cc(O)cc(O)c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,557.0
2738,CCCN(CCC)C(=O)CNc1c(/C=C/c2ccc(OC)cc2)nc2cc(C(=O)OC)ccn12,CS(C)=O,413.0
1690,Nc1ccc2c(-c3cccc(Cl)c3)c3ccc(=[NH2+])cc-3oc2c1,O,505.0
1226,CCN(CC)c1ccc(/C=C/C2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CCOC(C)=O,571.0
246,COc1cccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N(C)C)ccc23)c1,O,530.0
2883,COc1ccc(-c2ccc3c(c2)sc2[n+]3[B-](F)(F)OC(c3ccc(N(C)C)cc3)=N2)cc1,Cc1ccccc1,431.0
